from_pretrained,input_seg_size,input_seq_len,num_mem_tokens,lr,lr_scheduler,sum_loss,f1,best_valid_f1,f1_std,n_runs,runs
t5-base,512.0,918,50.0,1e-05,linear,False,0.7547169923782349,0.7058823704719543,0.0,2,"[0.75, 0.75]"
t5-base,512.0,918,50.0,5e-05,constant_with_warmup,False,0.9433962106704712,0.800000011920929,0.0,2,"[0.94, 0.94]"
t5-base,512.0,918,50.0,5e-05,linear,False,0.8679245114326477,0.800000011920929,0.0,2,"[0.87, 0.87]"
t5-base,512.0,918,50.0,0.0001,constant_with_warmup,False,0.9411764740943908,0.7916666865348816,0.0,2,"[0.94, 0.94]"
t5-base,512.0,918,50.0,0.0001,linear,False,0.9433962106704712,0.7843137383460999,0.0,2,"[0.94, 0.94]"
t5-base,512.0,998,10.0,1e-05,constant_with_warmup,False,0.8201257983843485,0.7421241203943888,0.01558936716043014,6,"[0.83, 0.83, 0.8, 0.83, 0.83, 0.8]"
t5-base,512.0,998,10.0,1e-05,linear,False,0.7455648978551229,0.723842203617096,0.06111750114955425,6,"[0.78, 0.79, 0.67, 0.78, 0.79, 0.67]"
t5-base,512.0,998,10.0,5e-05,constant_with_warmup,False,0.9366231163342794,0.8162698547045389,0.010492832626545084,6,"[0.94, 0.94, 0.92, 0.94, 0.94, 0.92]"
t5-base,512.0,998,10.0,5e-05,linear,False,0.9228113094965616,0.8323809504508972,0.018531625574304603,6,"[0.92, 0.94, 0.9, 0.92, 0.94, 0.9]"
t5-base,512.0,998,10.0,0.0001,constant_with_warmup,False,0.9317493438720703,0.8131422996520996,0.009021624229140487,6,"[0.93, 0.94, 0.93, 0.93, 0.94, 0.93]"
t5-base,512.0,998,10.0,0.0001,linear,False,0.9230769276618958,0.8274711569150289,0.0,6,"[0.92, 0.92, 0.92, 0.92, 0.92, 0.92]"
t5-base,512.0,1002,10.0,5e-05,constant_with_warmup,False,0.9332365691661835,0.8081632852554321,0.011731343514741218,4,"[0.94, 0.92, 0.94, 0.92]"
t5-base,512.0,1002,10.0,5e-05,constant_with_warmup,True,0.9433962106704712,0.8150793612003326,0.0,2,"[0.94, 0.94]"
t5-base,512.0,1002,10.0,5e-05,linear,False,0.9531795978546143,0.8317610025405884,0.011296882448702583,4,"[0.94, 0.96, 0.94, 0.96]"
t5-base,512.0,1002,10.0,5e-05,linear,True,0.9056603908538818,0.7664335668087006,0.0,2,"[0.91, 0.91]"
t5-base,512.0,1002,10.0,0.0001,constant_with_warmup,False,0.9143686592578888,0.7970521748065948,0.010055442214457859,4,"[0.91, 0.92, 0.91, 0.92]"
t5-base,512.0,1002,10.0,0.0001,constant_with_warmup,True,0.9433962106704712,0.7966666519641876,0.0,2,"[0.94, 0.94]"
t5-base,512.0,1002,10.0,0.0001,linear,False,0.9240445097287496,0.8165318965911865,0.0168926063258361,6,"[0.94, 0.91, 0.92, 0.94, 0.91, 0.92]"
t5-base,512.0,1002,10.0,0.0001,linear,True,0.942286342382431,0.7808417975902557,0.0015695907853943223,2,"[0.94, 0.94]"
t5-base,512.0,1233,100.0,0.0001,linear,False,0.9218200047810873,0.7669135729471842,0.03076576300264676,6,"[0.9, 0.96, 0.9, 0.9, 0.96, 0.9]"
t5-base,512.0,1377,50.0,1e-05,constant_with_warmup,False,0.7083333134651184,0.7083333134651184,0.0,2,"[0.71, 0.71]"
t5-base,512.0,1377,50.0,1e-05,linear,False,0.380952388048172,0.5,0.0,2,"[0.38, 0.38]"
t5-base,512.0,1377,50.0,5e-05,linear,False,0.8571428656578064,0.807692289352417,0.0,2,"[0.86, 0.86]"
t5-base,512.0,1377,50.0,0.0001,constant_with_warmup,False,0.9433962106704712,0.8679245114326477,0.0,2,"[0.94, 0.94]"
t5-base,512.0,1377,50.0,0.0001,linear,False,0.9433962106704712,0.8399999737739563,0.0,2,"[0.94, 0.94]"
t5-base,512.0,1497,10.0,1e-05,constant_with_warmup,False,0.7235304514567057,0.7132815519968668,0.04667603371350114,6,"[0.77, 0.73, 0.67, 0.77, 0.73, 0.67]"
t5-base,512.0,1497,10.0,1e-05,linear,False,0.6275176803270975,0.6626262664794922,0.013690303004347957,6,"[0.64, 0.61, 0.63, 0.64, 0.61, 0.63]"
t5-base,512.0,1497,10.0,5e-05,constant_with_warmup,False,0.9230769276618958,0.7788461446762085,0.0,4,"[0.92, 0.92, 0.92, 0.92]"
t5-base,512.0,1497,10.0,5e-05,linear,False,0.9038461446762085,0.7877551019191742,0.022205795467027625,4,"[0.92, 0.88, 0.92, 0.88]"
t5-base,512.0,1497,10.0,0.0001,constant_with_warmup,False,0.9230769276618958,0.807692289352417,0.0,2,"[0.92, 0.92]"
t5-base,512.0,1497,10.0,0.0001,linear,False,0.9615384340286256,0.8148148059844971,0.0,2,"[0.96, 0.96]"
t5-base,512.0,1503,10.0,5e-05,constant_with_warmup,False,0.961154282093048,0.7547169923782349,0.023068385651686816,4,"[0.98, 0.94, 0.98, 0.94]"
t5-base,512.0,1503,10.0,5e-05,constant_with_warmup,True,0.9411764740943908,0.800060510635376,0.0,2,"[0.94, 0.94]"
t5-base,512.0,1503,10.0,5e-05,linear,False,0.9215384721755981,0.7884615361690521,0.001776455378300446,4,"[0.92, 0.92, 0.92, 0.92]"
t5-base,512.0,1503,10.0,5e-05,linear,True,0.853962242603302,0.7746753096580505,0.019745629939959812,2,"[0.87, 0.84]"
t5-base,512.0,1503,10.0,0.0001,constant_with_warmup,False,0.9615384340286256,0.7575414776802063,0.0,4,"[0.96, 0.96, 0.96, 0.96]"
t5-base,512.0,1503,10.0,0.0001,constant_with_warmup,True,0.9411764740943908,0.7783699035644531,0.0,2,"[0.94, 0.94]"
t5-base,512.0,1503,10.0,0.0001,linear,False,0.9506172935167948,0.8366013169288635,0.019125863064789802,6,"[0.96, 0.96, 0.93, 0.96, 0.96, 0.93]"
t5-base,512.0,1503,10.0,0.0001,linear,True,0.9423076808452606,0.7812046408653259,0.027196391966564287,2,"[0.92, 0.96]"
t5-base,512.0,2004,10.0,5e-05,constant_with_warmup,False,0.9720475375652312,0.8225017488002777,0.012847497391030294,2,"[0.98, 0.96]"
t5-base,512.0,2004,10.0,5e-05,linear,False,0.8775510191917419,0.8039591312408447,0.02886148751068406,2,"[0.86, 0.9]"
t5-base,512.0,2004,10.0,0.0001,constant_with_warmup,False,0.9531795978546143,0.7958333492279053,0.013835798841762132,2,"[0.94, 0.96]"
t5-base,512.0,2004,10.0,0.0001,linear,False,0.9559748371442159,0.839314341545105,0.021786820141956736,3,"[0.94, 0.94, 0.98]"
