task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,segment_ordering,padding_side,model_path,sum_loss,inter_layer_memory,num_steps,best_valid_rouge/geometric_mean
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs8_iters3200_sl_rep_first/run_2,True,False,3200,15.257800102233887
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs8_iters3200_sl_rep_first/run_1,True,False,3200,15.503299713134766
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs8_iters3200_sl_rep_first/run_1,True,False,320,13.680299758911133
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs8_iters3200_sl_rep_first/run_1,True,False,3200,15.555800437927246
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,486,,25.0,regular,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_486-1024_mem25_bs8_iters3200_sl_regular/run_2,True,False,3200,16.332399368286133
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,486,,25.0,regular,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_486-1024_mem25_bs8_iters3200_sl_regular/run_1,True,False,3200,16.14419937133789
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1503,,10.0,bidirectional,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1503-1024_mem10_bs8_iters3200_sl_bidirectional/run_2,True,False,3200,14.309599876403809
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1503,,10.0,bidirectional,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1503-1024_mem10_bs8_iters3200_sl_bidirectional/run_1,True,False,3200,13.812399864196777
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,501,,10.0,regular,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_501-1024_mem10_bs8_iters3200_sl_regular/run_2,True,False,3200,16.32229995727539
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,501,,10.0,regular,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_501-1024_mem10_bs8_iters3200_sl_regular/run_2,True,False,3200,16.60930061340332
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,501,,10.0,regular,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_501-1024_mem10_bs8_iters3200_sl_regular/run_1,True,False,3200,15.996000289916992
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,2,2,linear,1002,,10.0,bidirectional,,../runs/finetune/debug/qmsum/t5-base/lr5e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs8_iters3200_sl_bidirectional/run_2,True,False,3200,15.35159969329834
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,2,2,linear,1002,,10.0,bidirectional,,../runs/finetune/debug/qmsum/t5-base/lr5e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs8_iters3200_sl_bidirectional/run_1,True,False,3200,14.951000213623047
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1020,,1.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1020-1024_mem1_bs8_iters3200_sl_bidirectional/run_2,True,False,3200,12.558899879455566
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1020,,1.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1020-1024_mem1_bs8_iters3200_sl_bidirectional/run_2,True,False,3200,16.392099380493164
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1020,,1.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1020-1024_mem1_bs8_iters3200_sl_bidirectional/run_1,True,False,3200,15.930999755859375
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1020,,1.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_1020-1024_mem1_bs8_iters3200_sl_bidirectional/run_1,True,False,3200,12.7391996383667
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,486,,0.0,regular,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_486-1024_mem0_bs8_iters3200_sl_regular/run_2,True,False,3200,16.565500259399414
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,4,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr5e-05_linear_adamw_wd1e-03_1002-1024_mem10_bs8_iters3200_sl_rep_first/run_2,True,False,3200,14.216300010681152
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,4,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr5e-05_linear_adamw_wd1e-03_1002-1024_mem10_bs8_iters3200_sl_rep_first/run_1,True,False,3200,14.439000129699707
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,990,,16.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_990-1024_mem16_bs8_iters3200_sl_bidirectional/run_2,True,False,3200,15.596500396728516
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,990,,16.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_990-1024_mem16_bs8_iters3200_sl_bidirectional/run_2,True,False,3200,12.859600067138672
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,990,,16.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_990-1024_mem16_bs8_iters3200_sl_bidirectional/run_1,True,False,3200,15.389399528503418
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,990,,16.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_990-1024_mem16_bs8_iters3200_sl_bidirectional/run_1,True,False,3200,12.397199630737305
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,486,,25.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_486-1024_mem25_bs8_iters3200_sl_repeat_first/run_2,True,False,3200,16.109899520874023
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,486,,25.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_486-1024_mem25_bs8_iters3200_sl_repeat_first/run_1,True,False,3200,15.710800170898438
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,512,256.0,10.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_512-1024_mem10_bs8_iters3200_sl_rep_first_seg256/run_2,True,False,3200,14.984199523925781
qmsum,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,512,256.0,10.0,repeat_first,,../runs/finetune/debug/qmsum/t5-base/lr2e-04_linear_adamw_wd1e-03_512-1024_mem10_bs8_iters3200_sl_rep_first_seg256/run_1,True,False,3200,15.252099990844727
