task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,segment_ordering,padding_side,model_path,sum_loss,inter_layer_memory,num_steps,best_valid_f1
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1458,,25.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1458-1024_mem25_bs32_iters1600_sl_rep_first/run_1,True,False,0,0.0
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1458,,25.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1458-1024_mem25_bs32_iters1600_sl_rep_first/run_1,True,False,1600,15.41759967803955
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,2,2,linear,1458,,25.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr1e-04_linear_adamw_wd1e-03_1458-1024_mem25_bs32_iters1600_sl_rep_first/run_2,True,False,1600,12.653900146484375
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,2,2,linear,1458,,25.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr1e-04_linear_adamw_wd1e-03_1458-1024_mem25_bs32_iters1600_sl_rep_first/run_1,True,False,1600,13.01509952545166
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,512,256.0,10.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_512-1024_mem10_bs32_iters1600_sl_rep_first_seg256/run_2,True,False,1600,14.56149959564209
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,512,256.0,10.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_512-1024_mem10_bs32_iters1600_sl_rep_first_seg256/run_1,True,False,1600,14.979900360107422
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1024,256.0,10.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1024-1024_mem10_bs32_iters1600_sl_rep_first_seg256/run_2,True,False,1600,13.904500007629395
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,2,2,linear,1024,256.0,10.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1024-1024_mem10_bs32_iters1600_sl_rep_first_seg256/run_1,True,False,1600,14.593299865722656
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,linear,499,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_499-1024_mem10_bs32_iters1600_sl/run_2,True,False,1600,17.11720085144043
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,linear,499,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_499-1024_mem10_bs32_iters1600_sl/run_2,True,False,1600,16.70870018005371
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,1,2,linear,499,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_499-1024_mem10_bs32_iters1600_sl/run_1,True,False,1600,16.975400924682617
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,1,2,linear,499,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_499-1024_mem10_bs32_iters1600_sl/run_1,True,False,1600,16.055700302124023
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,1,2,linear,499,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_499-1024_mem10_bs32_iters1600_sl/run_1,True,False,1600,18.832000732421875
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1002,,10.0,,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600_sum_loss/run_3,True,,1600,11.99779987335205
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1002,,10.0,,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600_sum_loss/run_2,True,,1600,12.651399612426758
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1002,,10.0,,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600_sum_loss/run_1,True,,0,0.0
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1002,,10.0,,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600_sum_loss/run_1,True,,1600,12.434800148010254
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1503,,10.0,,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1503-1024_mem10_bs32_iters1600_sum_loss/run_3,True,,1600,11.587599754333496
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1503,,10.0,,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1503-1024_mem10_bs32_iters1600_sum_loss/run_2,True,,1600,11.971099853515625
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1503,,10.0,,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1503-1024_mem10_bs32_iters1600_sum_loss/run_1,True,,1600,10.888099670410156
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,4,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr5e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600_sl_rep_first/run_3,True,False,1600,15.0649995803833
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,4,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr5e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600_sl_rep_first/run_2,True,False,1600,14.970000267028809
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,4,2,linear,1002,,10.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr5e-04_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600_sl_rep_first/run_1,True,False,1600,16.12150001525879
qasper,t5-base,,transformers:T5ForConditionalGeneration,encoder-decoder,0.0002,4,2,linear,1024,,,,,../runs/finetune/debug/qasper/t5-base/lr2e-04_linear_adamw_wd1e-03_1024-1024_bl_bs_iters_sl/run_2,,,1600,24.60890007019043
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,2,2,linear,1944,,25.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr1e-04_linear_adamw_wd1e-03_1944-1024_mem25_bs32_iters1600_sl_rep_first/run_2,True,False,1600,11.523200035095215
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,2,2,linear,1944,,25.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr1e-04_linear_adamw_wd1e-03_1944-1024_mem25_bs32_iters1600_sl_rep_first/run_1,True,False,1600,10.868900299072266
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,4,2,linear,1503,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr5e-05_linear_adamw_wd1e-03_1503-1024_mem10_bs32_iters1600_sl/run_3,True,False,1600,9.634200096130371
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,4,2,linear,1503,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr5e-05_linear_adamw_wd1e-03_1503-1024_mem10_bs32_iters1600_sl/run_2,True,False,1600,9.736700057983398
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,4,2,linear,1503,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr5e-05_linear_adamw_wd1e-03_1503-1024_mem10_bs32_iters1600_sl/run_1,True,False,1600,9.700300216674805
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,4,2,linear,1002,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr5e-05_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600/run_3,False,False,1600,10.684300422668457
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,4,2,linear,1002,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr5e-05_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600/run_2,False,False,1600,10.157500267028809
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,4,2,linear,1002,,10.0,regular,,../runs/finetune/debug/qasper/t5-base/lr5e-05_linear_adamw_wd1e-03_1002-1024_mem10_bs32_iters1600/run_1,False,False,1600,10.64169979095459
qasper,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.001,4,2,linear,1503,,10.0,repeat_first,,../runs/finetune/debug/qasper/t5-base/lr1e-03_linear_adamw_wd1e-03_1503-1024_mem10_bs32_iters1600_sl_rep_first/run_1,True,False,0,0.0
